2019-07-01 09:30:00,582 -  Chartered_API.common.http_method - ERROR - UN-support method - [http_method.py:44 ]
2019-07-02 11:01:30,339 -  Chartered_API.common.http_method - DEBUG - 请求url:http://192.9.201.103:8080/innosill/esb/ykxcharter/orders - [http_method.py:32 ]
2019-07-02 11:01:30,339 -  Chartered_API.common.http_method - DEBUG - 请求json:{'source': '1', 'toNumber': '20190702028', 'customerName': '董四', 'startPlace': '沙坪坝', 'endPlace': '合川', 'mapInfo': {'stationInfo': [{'lng': '106.578863', 'lat': '29.517916'}, {'lng': '106.580718', 'lat': '29.505948'}]}, 'phoneNumber': '15297086888', 'beginTime': '2019-07-02 12:01:30', 'endTime': '2019-12-31', 'duration': '600', 'numberofPassengers': '35', 'createTime': '2019-07-02 11:01:30', 'enterpriseCode': '222'} - [http_method.py:34 ]
2019-07-02 11:01:30,433 -  Chartered_API.common.http_method - DEBUG - 请求response:{"success":false,"tips":"时间类型错误"} - [http_method.py:47 ]
2019-07-02 11:01:31,316 -  Chartered_API.common.http_method - DEBUG - 请求url:http://192.9.201.103:8080/innosill/esb/ykxcharter/orders - [http_method.py:32 ]
2019-07-02 11:01:31,317 -  Chartered_API.common.http_method - DEBUG - 请求json:{'source': '1', 'toNumber': '20190702596', 'customerName': '项二', 'startPlace': '沙坪坝', 'endPlace': '合川', 'mapInfo': {'stationInfo': [{'lng': '106.578863', 'lat': '29.517916'}, {'lng': '106.580718', 'lat': '29.505948'}]}, 'phoneNumber': '15136904888', 'beginTime': '2019-07-02 12:01:31', 'endTime': '2019-07-02 22:01:31', 'duration': '5小时', 'numberofPassengers': '35', 'createTime': '2019-07-02 11:01:31', 'enterpriseCode': '222'} - [http_method.py:34 ]
2019-07-02 11:01:31,339 -  Chartered_API.common.http_method - DEBUG - 请求response:<html><head><title>Apache Tomcat/7.0.82 - Error report</title><style><!--H1 {font-family:Tahoma,Arial,sans-serif;color:white;background-color:#525D76;font-size:22px;} H2 {font-family:Tahoma,Arial,sans-serif;color:white;background-color:#525D76;font-size:16px;} H3 {font-family:Tahoma,Arial,sans-serif;color:white;background-color:#525D76;font-size:14px;} BODY {font-family:Tahoma,Arial,sans-serif;color:black;background-color:white;} B {font-family:Tahoma,Arial,sans-serif;color:white;background-color:#525D76;} P {font-family:Tahoma,Arial,sans-serif;background:white;color:black;font-size:12px;}A {color : black;}A.name {color : black;}HR {color : #525D76;}--></style> </head><body><h1>HTTP Status 400 - </h1><HR size="1" noshade="noshade"><p><b>type</b> Status report</p><p><b>message</b> <u></u></p><p><b>description</b> <u>The request sent by the client was syntactically incorrect.</u></p><HR size="1" noshade="noshade"><h3>Apache Tomcat/7.0.82</h3></body></html> - [http_method.py:47 ]
2019-07-02 11:01:31,343 -  Chartered_API.common.http_method - DEBUG - 请求url:http://192.9.201.103:8080/innosill/esb/ykxcharter/orders - [http_method.py:32 ]
2019-07-02 11:01:31,344 -  Chartered_API.common.http_method - DEBUG - 请求json:{'source': '1', 'toNumber': '20190702495', 'customerName': '舒九', 'startPlace': '南广场', 'endPlace': '北京', 'mapInfo': {'stationInfo': [{'lng': '106.578863', 'lat': '29.517916'}, {'lng': '106.580718', 'lat': '29.505948'}]}, 'phoneNumber': '15437019888', 'beginTime': '2019-07-02 12:01:31', 'endTime': '2019-07-02 22:01:31', 'duration': '600', 'numberofPassengers': '五十人', 'createTime': '2019-07-02 11:01:31', 'enterpriseCode': '222'} - [http_method.py:34 ]
2019-07-02 11:01:31,372 -  Chartered_API.common.http_method - DEBUG - 请求response:<html><head><title>Apache Tomcat/7.0.82 - Error report</title><style><!--H1 {font-family:Tahoma,Arial,sans-serif;color:white;background-color:#525D76;font-size:22px;} H2 {font-family:Tahoma,Arial,sans-serif;color:white;background-color:#525D76;font-size:16px;} H3 {font-family:Tahoma,Arial,sans-serif;color:white;background-color:#525D76;font-size:14px;} BODY {font-family:Tahoma,Arial,sans-serif;color:black;background-color:white;} B {font-family:Tahoma,Arial,sans-serif;color:white;background-color:#525D76;} P {font-family:Tahoma,Arial,sans-serif;background:white;color:black;font-size:12px;}A {color : black;}A.name {color : black;}HR {color : #525D76;}--></style> </head><body><h1>HTTP Status 400 - </h1><HR size="1" noshade="noshade"><p><b>type</b> Status report</p><p><b>message</b> <u></u></p><p><b>description</b> <u>The request sent by the client was syntactically incorrect.</u></p><HR size="1" noshade="noshade"><h3>Apache Tomcat/7.0.82</h3></body></html> - [http_method.py:47 ]
2019-07-02 11:01:31,378 -  Chartered_API.common.http_method - DEBUG - 请求url:http://192.9.201.103:8080/innosill/esb/ykxcharter/orders - [http_method.py:32 ]
2019-07-02 11:01:31,380 -  Chartered_API.common.http_method - DEBUG - 请求json:{'source': '1', 'toNumber': '20190702693', 'customerName': '梁四', 'startPlace': '大学城', 'endPlace': '北京', 'mapInfo': {'stationInfo': [{'lng': '106.578863', 'lat': '29.517916'}, {'lng': '106.580718', 'lat': '29.505948'}]}, 'phoneNumber': '15734690888', 'beginTime': '2019-07-02 12:01:31', 'endTime': '2019-07-02 22:01:31', 'duration': '600', 'numberofPassengers': '35', 'createTime': '2019-06-31', 'enterpriseCode': '222'} - [http_method.py:34 ]
2019-07-02 11:01:31,475 -  Chartered_API.common.http_method - DEBUG - 请求response:{"success":false,"tips":"时间类型错误"} - [http_method.py:47 ]
2019-07-02 11:01:32,297 -  Chartered_API.common.http_method - DEBUG - 请求url:http://192.9.201.103:8080/innosill/esb/ykxcharter/orders - [http_method.py:32 ]
2019-07-02 11:01:32,298 -  Chartered_API.common.http_method - DEBUG - 请求json:{'source': '1', 'toNumber': '20190702397', 'customerName': '舒七', 'startPlace': '大学城', 'endPlace': '泸州', 'mapInfo': {'stationInfo': [{'lng': '106.578863', 'lat': '29.517916'}, {'lng': '106.580718', 'lat': '29.505948'}]}, 'phoneNumber': '15915203888', 'beginTime': '2019-07-02 12:01:32', 'endTime': '2019-07-02 22:01:32', 'duration': '600', 'numberofPassengers': '35', 'createTime': '2019-07-02 11:01:32', 'enterpriseCode': '二百二十二'} - [http_method.py:34 ]
2019-07-02 11:01:32,398 -  Chartered_API.common.http_method - DEBUG - 请求response:{"success":false,"tips":"单位编码在业务系统中不存在"} - [http_method.py:47 ]
2019-07-02 11:01:33,229 -  Chartered_API.common.http_method - DEBUG - 请求url:http://192.9.201.103:8080/innosill/esb/ykxcharter/orders - [http_method.py:32 ]
2019-07-02 11:01:33,230 -  Chartered_API.common.http_method - DEBUG - 请求json:{'source': '1', 'toNumber': '20190702802', 'customerName': '舒三', 'startPlace': '机场', 'endPlace': '万州', 'mapInfo': {'stationInfo': [{'lng': '106.578863', 'lat': '29.517916'}, {'lng': '106.580718', 'lat': '29.505948'}]}, 'phoneNumber': '15264093888', 'beginTime': '2019-07-02 12:01:33', 'endTime': '2019-07-02 22:01:33', 'duration': '600', 'numberofPassengers': '35', 'createTime': '2019-07-02 11:01:33', 'enterpriseCode': '88888'} - [http_method.py:34 ]
2019-07-02 11:01:33,328 -  Chartered_API.common.http_method - DEBUG - 请求response:{"success":false,"tips":"单位编码在业务系统中不存在"} - [http_method.py:47 ]
2019-07-02 11:01:34,208 -  Chartered_API.common.http_method - DEBUG - 请求url:http://192.9.201.103:8080/innosill/esb/ykxcharter/orders - [http_method.py:32 ]
2019-07-02 11:01:34,209 -  Chartered_API.common.http_method - DEBUG - 请求json:{'source': '', 'toNumber': '', 'customerName': '', 'startPlace': '', 'endPlace': '', 'mapInfo': '', 'phoneNumber': '', 'beginTime': '', 'endTime': '', 'duration': '', 'numberofPassengers': '', 'createTime': '', 'enterpriseCode': ''} - [http_method.py:34 ]
2019-07-02 11:01:34,230 -  Chartered_API.common.http_method - DEBUG - 请求response:<html><head><title>Apache Tomcat/7.0.82 - Error report</title><style><!--H1 {font-family:Tahoma,Arial,sans-serif;color:white;background-color:#525D76;font-size:22px;} H2 {font-family:Tahoma,Arial,sans-serif;color:white;background-color:#525D76;font-size:16px;} H3 {font-family:Tahoma,Arial,sans-serif;color:white;background-color:#525D76;font-size:14px;} BODY {font-family:Tahoma,Arial,sans-serif;color:black;background-color:white;} B {font-family:Tahoma,Arial,sans-serif;color:white;background-color:#525D76;} P {font-family:Tahoma,Arial,sans-serif;background:white;color:black;font-size:12px;}A {color : black;}A.name {color : black;}HR {color : #525D76;}--></style> </head><body><h1>HTTP Status 400 - </h1><HR size="1" noshade="noshade"><p><b>type</b> Status report</p><p><b>message</b> <u></u></p><p><b>description</b> <u>The request sent by the client was syntactically incorrect.</u></p><HR size="1" noshade="noshade"><h3>Apache Tomcat/7.0.82</h3></body></html> - [http_method.py:47 ]
2019-07-02 13:59:16,450 -  Chartered_API.common.http_method - DEBUG - 请求url:http://192.9.201.103:8080/innosill/esb/ykxcharter/orders - [http_method.py:32 ]
2019-07-02 13:59:16,451 -  Chartered_API.common.http_method - DEBUG - 请求json:{'source': '1', 'toNumber': '20190702278', 'customerName': '李二', 'startPlace': '机场', 'endPlace': '万盛', 'mapInfo': {'stationInfo': [{'lng': '106.578863', 'lat': '29.517916'}, {'lng': '106.580718', 'lat': '29.505948'}]}, 'phoneNumber': '15708156888', 'beginTime': '2019-07-02 14:59:16', 'endTime': '2019-07-03 00:59:16', 'duration': '600', 'numberofPassengers': '35', 'createTime': '2019-07-02 13:59:16', 'enterpriseCode': '222'} - [http_method.py:34 ]
